,datasetid,recordid,record_timestamp,fields.status,fields.descriptionofwork,fields.yearofinstallation,fields.photourl.mimetype,fields.photourl.format,fields.photourl.filename,fields.photourl.width,fields.photourl.id,fields.photourl.height,fields.photourl.thumbnail,fields.sitename,fields.registryid,fields.url,fields.neighbourhood,fields.geom.type,fields.geom.coordinates,fields.photocredits,fields.ownership,fields.artists,fields.siteaddress,fields.artistprojectstatement,fields.geo_local_area,fields.type,fields.primarymaterial,fields.locationonsite,longitude,latitude
488,public-art,00ab6065339d600b2ccb9a65050bb70498102714,2020-06-22T10:31:46.074000+00:00,In place,"Mosaic Creek is a large mosaic in the shape of a creek made up of approximately 260 individual mosaics, each made by an individual or group of individuals. There are 3 separate sections of mosaic tile: the largest is approx. 80' long and varies in width and shape, the other two sections are approx. 10' long and 2 to 2.5' wide. The mosaics, set on a concrete base, are flush with the ground and flat across the surface, symbolically representing the surface of water. The park also includes a herb garden with a mosaic border designed by Glen Andersen and Marina Szijarto and wooden benches and a basalt pillar play area designed by Sarah White.",1996,application/octet-stream,aspx?AreaId=252&ImageId=211,LAW252-1.jpg,300.0,cb1b7b2e11f7fecda912d122828fed65,300.0,False,McLean Park / Mosaic Creek Park,252,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=252,Grandview-Woodland,Point,"[-123.074147, 49.273288]",Barbara Cole,City of Vancouver,67;181;260,Charles Street & McLean Drive,"The idea for this project came from the initial public design process for the park itself. (A group called Britiannia Neighbours formed to organize a public design process and to fundraise for the park.) During the design process there were a number of ideas related ot water, none of which turned out to be feasible. Therefore, a symbolic representation was proposed - a mosaic creek. The intent was to involve as many community members as possible in making an art project which whould symbolize the notion of contributing one's individual expression and at the same time being part of a larger whole. There was no official theme or requirements except material specifications, I.e., frost-proof tile, type of glue, and spacing of tiles for grout allowance during installation. Approx. 500 people participated in the project (over 4,000 volunteer hours!).",Grandview-Woodland,Mosaic,"Frost-proof tile, pebbles, grout",Mosiac path runs diagonally through park,-123.074147,49.273288
489,public-art,c6358da30402df06346824819624dba551908992,2020-06-22T10:31:46.074000+00:00,Removed,6 glass panels sreenprinted with short poems by local poets,1996,application/octet-stream,aspx?AreaId=255&ImageId=213,LAW255-1.jpg,300.0,cf5d46f815504efaa80d6c6e805b6e9d,300.0,False,Renfrew Ravine Park (Renfrew-Collingwood),255,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=255,,,,,City of Vancouver,186;187,23rd & Renfrew Street (Renfrew-Collingwood),"Poets: Wayde Compton, Lisa Herrera, Melissa Keewatin, Leonard Goerge, Lisa Pasold, Jim Kelly",,Two-dimensional artwork,,Six pieces placed throughout park,-123.1207,49.2827
490,public-art,20233f8b76359394187935c82e7d93b755f700d8,2020-06-22T10:31:46.074000+00:00,Removed,Colourful banners are hung in pairs from the lamp standards along Broadway from Guelph Street to Victoria Drive. The banner designs are developed through image-making workshops with various community groups.  The artist establishes the basic design into which the drawings are incorporated.,1998,application/octet-stream,aspx?AreaId=257&ImageId=215,LAW257-1.jpg,300.0,b6629480b5d36bbd8ab9bf154fd03c49,300.0,False,Broadway (Mount Pleasant),257,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=257,,,,,City of Vancouver,280;297,Multiple (Mount Pleasant),"Banners on Broadway is an ongoing project. Project goals were: to get people active in the community, to build bridges between people, to acknowledge important people through portraitaure, to build pride, to beautify Broadway, to engage neighbourhoods in the theme of The people who we care for-the people who care for us.",,Two-dimensional artwork,,East from Guelph Street to Victoria Drive,-123.1207,49.2827
491,public-art,c5e92fde6d3087f2849e3dd35dd8c59757bfb681,2020-06-22T10:31:46.074000+00:00,Removed,Banners are installed along Victoria Drive  to beautify and mark the neighbourhood.,1999,application/octet-stream,aspx?AreaId=258&ImageId=216,LAW258-1.jpg,300.0,d0a99b5fbee9d02975d7f523f9fcfafe,300.0,False,Victoria Drive,258,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=258,Kensington-Cedar Cottage,Point,"[-123.0654, 49.234972]",,Privately owned,281;295,Victoria Drive from  39th to 49th Avenue,"Sponsored by the South Vancouver Neighbourhood House and Victoria Drive Business Association, a banner project was developed in 1999 for south Victoria Drive to provide a stronger neighbourhood look and feel to this local commercial area. Artists Sima Elizabeth Shefrin and Yvonne Clements led workshops with a wide range of community groups, including students and seniors, to develop designs for individual banners. The banners feature recognizable images of home and family from various cultures. Using an applique technique, the banners are sewn in bold shapes and bright colours. They hang in pairs along both sides of Victoria between 39th and 49th Avenues, providing decorative highlights against the backdrop of local businesses and shops. - Park Board web site",Kensington-Cedar Cottage,Two-dimensional artwork,Main street awning/industrial fabric,On poles in the commerical areas of Victoria Drive,-123.0654,49.234972
492,public-art,8a054d3da043d185893728d8ee5f36f55d9c050c,2020-06-22T10:31:46.074000+00:00,In place,"The wall consists of 588 tiles, 6""x6"" each, created by each of  students at Trafalgar Elementary School.  The imagery represents cultural backgrounds and values, as well as historical highlights of the school's history.",1998,application/octet-stream,aspx?AreaId=266&ImageId=221,LAW266-1.jpg,300.0,12ac07c2a6c23872fd88007ed6888acd,300.0,False,Trafalgar Elementary School,266,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=266,Arbutus Ridge,Point,"[-123.164822, 49.249535]",,Vancouver School Board,167,4170 Trafalgar,The goals of the project were to involve parents and students in working together to create a visual representation of the cultural diversity of the community and the role of the school over 50 years.,Arbutus-Ridge,Mural,Clay and glaze,West facing exterior wall,-123.164822,49.249535
493,public-art,afab084b1591dfba33624ff68b00668d1badd832,2020-06-22T10:31:46.074000+00:00,In place,The project includes mosaics on the front walkway and also banners.,2001,application/octet-stream,aspx?AreaId=267&ImageId=1062,L267 Moberly Welcoming Walkway.JPG,300.0,6c36e039c72fdbfced43a66ac6787c92,300.0,False,Moberly Arts Centre,267,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=267,Sunset,Point,"[-123.087683, 49.215366]",,City of Vancouver,69;260,7646 Prince Albert,,Sunset,Mosaic,,,-123.087683,49.215366
494,public-art,cd361c2fa550ec7cef23a666efd90b25ad32cb42,2020-06-22T10:31:46.074000+00:00,In place,30-foot high faceted cedar poles with bronze Poem-Markers and six bollards sited beside ravine pathways,1996,application/octet-stream,aspx?AreaId=268&ImageId=223,LAW268-1.jpg,300.0,4501cf68c6fcf6a193610d82d3dc4a3b,300.0,False,Renfrew Community Centre,268,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=268,Renfrew-Collingwood,Point,"[-123.044155, 49.252022]",Sam Carter,City of Vancouver,47,2929 East 22nd Avenue,"Approximately 80 students created ""poems"" expressing their ideas about the ravine. From these five were selected to be reproduced in clay and then bronze. First year students from Emily Carr Institute of Art and Design assisted the Lord Beaconsfield Elementary School students with their clay modeling. The Emily Carr students created animal and plant images interpreting the poems that were used as borders for the poems. Later these were cast in bronze. The bronze Poem Markers line the newly created pathway that runs along side the Renfrew Ravine. Renfrew Ravine poles created from drawings of flora and fauna from the ravine were crafted from computer-laser technology. These forms were attached to 30-foot high faceted cedar poles and welcome visitors at both entrances to the Renfrew Ravine pathway.",Renfrew-Collingwood,Sculpture,,Three entrances to the Renfrew Ravine Greenway,-123.044155,49.252022
495,public-art,d3dddaa348710bdec766e9931ed68e8facc5b545,2020-06-22T10:31:46.074000+00:00,In place,"A stone mosaic ""stream""runs beside the walkway.  It is animated with creatures inlaid and various colours of stone and ""flows"" from a small cave which could be the mouth of an animal.",1997,application/octet-stream,aspx?AreaId=269&ImageId=224,LAW269-1.jpg,300.0,27a637228b9fdf800ed27b1dc3c53dcb,300.0,False,John Street pedestrian throughway,269,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=269,RileyPark,Point,"[-123.097036, 49.247555]",,City of Vancouver,181;260,John Street,The project was to build a pebble mosaic with volunteers from the neighbourhood.,Riley Park,Mosaic,Stone,South side of walkway,-123.097036,49.247555
496,public-art,e3c0d3f3f8a83817c0fbfa78e24d516ddcb818b6,2020-06-22T10:31:46.074000+00:00,In place,"Two steel leaf benches - one backless - take their inspiration from the veins of a leaf.  Fabricated with steel plate and flat bar, sandblasting and clear coated.",1997,application/octet-stream,aspx?AreaId=270&ImageId=225,LAW270-1.jpg,300.0,fe6c065b2090c6756c6bf707e51eecf6,300.0,False,Prince Albert Greenway,270,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=270,Mount Pleasant,Point,"[-123.087206, 49.257805]",artist,City of Vancouver,131,,,Mount Pleasant,Sculpture,Steel,15th and Prince Albert,-123.087206,49.257805
497,public-art,45cb75365cbc45f6f2fa63111ab2fd3386f7a905,2020-06-22T10:31:46.074000+00:00,In place,"Unique benches, tables, and pebble mosaics are scattered along the path in this small corner park.",1997,application/octet-stream,aspx?AreaId=275&ImageId=230,LAW275-1.jpg,300.0,6d660262611a7219a7e40a4f94f211f5,300.0,False,McGill Park,275,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=275,Hastings-Sunrise,Point,"[-123.057441, 49.288612]",Susan Gordon,City of Vancouver,181;261,2305 McGill,Ideas were generated through workshops and an on-site design event.,Grandview-Woodland,Mosaic,Stones/concrete,,-123.057441,49.288612
498,public-art,37d361fd2be8c8368f30cddc2ef93f1bcfa5103e,2020-06-22T10:31:46.074000+00:00,In place,"""Clothes line"" sculpture installations at each street closure",1998,application/octet-stream,aspx?AreaId=277&ImageId=1591,LConvergingLines_1.JPG,300.0,8be91d684aa652fd0af90ead1d5b2191,300.0,False,Ridgeway Greenway,277,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=277,Kensington-Cedar Cottage,Point,"[-123.082243, 49.236477]",,City of Vancouver,182,37th at Ross & at Colluden,"""Electrical poles are a common sight in everyday life, vital to our communication and support systems.  Choosing this element to be the consistent visual object preserves the visual rhythm of the neighbourhood....The circles create a meandering horizontal line between viewer and poles.... """,Kensington-Cedar Cottage,Site-integrated work,Steel,,-123.082243,49.236477
499,public-art,2aa86aa6ed069cc8ba22f01764c86348eb8f37b6,2020-06-22T10:31:46.074000+00:00,In place,"A giant, 66' long concrete table with two chairs at the ends and two side benches, the piece sits on the grass at the bottom of a stairway. It is surrounded by formal plantings. Table top is textured with playing board squares.",1998,application/octet-stream,aspx?AreaId=281&ImageId=235,LAW281-1.jpg,300.0,20ac567a2d92e14ead11f8749548988c,300.0,False,Mae and Lorne Brown Park (or SEGS Park),281,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=281,Downtown,Point,"[-123.132059, 49.275212]",Barbara Cole,City of Vancouver,114;197,Beach Avenue between Hornby & Howe Street,"""Taking its cue from the grand rooms of neoclassical architecture, GRANtable completes the axis of the existing grand stair by terminating the procession in a grand outdoor dining room.  The project can be viewed as urban infrastructure when occupied, or as a sculpture when empty."" - project statement by the artists",Downtown,Sculpture,"Concrete, granite, steel, bronze",Centre of the park at base of stairs,-123.132059,49.275212
